Period,Series_reference,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
2019.08,BDCM.SB1,535047,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2019.09,BDCM.SB1,533496,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2019.1,BDCM.SB1,535110,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2019.11,BDCM.SB1,539496,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2019.12,BDCM.SB1,537615,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.01,BDCM.SB1,537159,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.02,BDCM.SB1,535518,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.03,BDCM.SB1,538164,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.04,BDCM.SB1,540585,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.05,BDCM.SB1,538917,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.06,BDCM.SB1,540669,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.07,BDCM.SB1,537432,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.08,BDCM.SB1,538233,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.09,BDCM.SB1,535317,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.1,BDCM.SB1,537567,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.11,BDCM.SB1,531480,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2020.12,BDCM.SB1,537837,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.01,BDCM.SB1,536070,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.02,BDCM.SB1,539214,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.03,BDCM.SB1,538902,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.04,BDCM.SB1,543318,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.05,BDCM.SB1,539514,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.06,BDCM.SB1,546291,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.07,BDCM.SB1,547827,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.08,BDCM.SB1,552408,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.09,BDCM.SB1,553170,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.1,BDCM.SB1,559593,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.11,BDCM.SB1,556401,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2021.12,BDCM.SB1,565050,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.01,BDCM.SB1,564627,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.02,BDCM.SB1,567417,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.03,BDCM.SB1,566337,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.04,BDCM.SB1,572901,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.05,BDCM.SB1,567630,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.06,BDCM.SB1,574185,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.07,BDCM.SB1,573336,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.08,BDCM.SB1,576660,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.09,BDCM.SB1,575232,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.1,BDCM.SB1,578322,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.11,BDCM.SB1,574479,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2022.12,BDCM.SB1,582132,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2023.01,BDCM.SB1,580332,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2023.02,BDCM.SB1,582162,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2023.03,BDCM.SB1,582366,,F,Number,0,Business Data Collection - BDC,Enterprise Counts - New Zealand,Total,,,,
2015.01,BDCM.SB1A,69396,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.02,BDCM.SB1A,69405,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.03,BDCM.SB1A,69453,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.04,BDCM.SB1A,69003,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.05,BDCM.SB1A,68295,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.06,BDCM.SB1A,68619,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.07,BDCM.SB1A,68541,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.08,BDCM.SB1A,68634,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.09,BDCM.SB1A,68529,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.1,BDCM.SB1A,68592,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.11,BDCM.SB1A,68391,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.12,BDCM.SB1A,68481,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.01,BDCM.SB1A,68589,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.02,BDCM.SB1A,68553,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.03,BDCM.SB1A,68520,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.04,BDCM.SB1A,68517,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.05,BDCM.SB1A,67833,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.06,BDCM.SB1A,67899,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.07,BDCM.SB1A,68139,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.08,BDCM.SB1A,68190,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.09,BDCM.SB1A,68118,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.1,BDCM.SB1A,68166,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.11,BDCM.SB1A,68166,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2016.12,BDCM.SB1A,68151,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.01,BDCM.SB1A,68064,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.02,BDCM.SB1A,68106,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.03,BDCM.SB1A,68253,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.04,BDCM.SB1A,68115,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.05,BDCM.SB1A,66915,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.06,BDCM.SB1A,67020,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.07,BDCM.SB1A,67116,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.08,BDCM.SB1A,67035,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.09,BDCM.SB1A,66399,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.1,BDCM.SB1A,66495,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.11,BDCM.SB1A,65931,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2017.12,BDCM.SB1A,65634,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.01,BDCM.SB1A,65475,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.02,BDCM.SB1A,66468,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.03,BDCM.SB1A,66426,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.04,BDCM.SB1A,66555,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.05,BDCM.SB1A,65967,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.06,BDCM.SB1A,64005,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.07,BDCM.SB1A,64173,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.08,BDCM.SB1A,64224,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.09,BDCM.SB1A,63897,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.1,BDCM.SB1A,64092,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.11,BDCM.SB1A,64080,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2018.12,BDCM.SB1A,64506,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.01,BDCM.SB1A,63948,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.02,BDCM.SB1A,64260,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.03,BDCM.SB1A,64215,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.04,BDCM.SB1A,64326,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.05,BDCM.SB1A,63276,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.06,BDCM.SB1A,63345,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.07,BDCM.SB1A,63654,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.08,BDCM.SB1A,64122,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.09,BDCM.SB1A,64017,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.1,BDCM.SB1A,64071,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.11,BDCM.SB1A,64164,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2019.12,BDCM.SB1A,64071,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.01,BDCM.SB1A,63996,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.02,BDCM.SB1A,63819,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.03,BDCM.SB1A,64023,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.04,BDCM.SB1A,64104,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.05,BDCM.SB1A,62994,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.06,BDCM.SB1A,62892,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.07,BDCM.SB1A,62787,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.08,BDCM.SB1A,62796,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.09,BDCM.SB1A,62544,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.1,BDCM.SB1A,62634,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.11,BDCM.SB1A,62262,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2020.12,BDCM.SB1A,62673,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.01,BDCM.SB1A,62550,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.02,BDCM.SB1A,62763,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.03,BDCM.SB1A,62580,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.04,BDCM.SB1A,62199,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.05,BDCM.SB1A,62001,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.06,BDCM.SB1A,62496,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.07,BDCM.SB1A,62697,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.08,BDCM.SB1A,62922,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.09,BDCM.SB1A,62874,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.1,BDCM.SB1A,63336,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.11,BDCM.SB1A,63012,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2021.12,BDCM.SB1A,63513,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.01,BDCM.SB1A,63432,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.02,BDCM.SB1A,63501,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.03,BDCM.SB1A,63525,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.04,BDCM.SB1A,63204,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.05,BDCM.SB1A,62835,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.06,BDCM.SB1A,63192,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.07,BDCM.SB1A,63258,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.08,BDCM.SB1A,63393,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.09,BDCM.SB1A,63219,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.1,BDCM.SB1A,63366,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.11,BDCM.SB1A,63060,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2022.12,BDCM.SB1A,63459,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2023.01,BDCM.SB1A,63291,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2023.02,BDCM.SB1A,63345,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2023.03,BDCM.SB1A,63444,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Agriculture, Forestry and Fishing",,,
2015.01,BDCM.SB1B,747,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Mining,,,
2015.02,BDCM.SB1B,744,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Mining,,,
2015.03,BDCM.SB1B,738,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Mining,,,
2015.04,BDCM.SB1B,744,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Mining,,,
